source_ID,source_name,source_type,mapping_type,target_ID,target_name,target_type,mapping_description
,Drive Modification,datacomponent,detects,T1014,Rootkit,technique,
,Driver Load,datacomponent,detects,T1547,Boot or Logon Autostart Execution,technique,
,Driver Load,datacomponent,detects,T1561.001,Disk Content Wipe,technique,
,Driver Load,datacomponent,detects,T1561.002,Disk Structure Wipe,technique,
,Driver Load,datacomponent,detects,T1561,Disk Wipe,technique,
,Driver Load,datacomponent,detects,T1068,Exploitation for Privilege Escalation,technique,
,Driver Load,datacomponent,detects,T1056,Input Capture,technique,
,Driver Load,datacomponent,detects,T1056.001,Keylogging,technique,
,Driver Load,datacomponent,detects,T1547.008,LSASS Driver,technique,
,Driver Load,datacomponent,detects,T1547.012,Print Processors,technique,
,Driver Load,datacomponent,detects,T1111,Two-Factor Authentication Interception,technique,
,Driver Metadata,datacomponent,detects,T1542.002,Component Firmware,technique,
,Driver Metadata,datacomponent,detects,T1542,Pre-OS Boot,technique,
,File Access,datacomponent,detects,T1003.008,/etc/passwd and /etc/shadow,technique,
,File Access,datacomponent,detects,T1087,Account Discovery,technique,
,File Access,datacomponent,detects,T1119,Automated Collection,technique,
,File Access,datacomponent,detects,T1020,Automated Exfiltration,technique,
,File Access,datacomponent,detects,T1552.003,Bash History,technique,
,File Access,datacomponent,detects,T1217,Browser Bookmark Discovery,technique,
,File Access,datacomponent,detects,T1552.007,Container API,technique,
,File Access,datacomponent,detects,T1552.001,Credentials In Files,technique,
,File Access,datacomponent,detects,T1555,Credentials from Password Stores,technique,
,File Access,datacomponent,detects,T1555.003,Credentials from Web Browsers,technique,
,File Access,datacomponent,detects,T1074,Data Staged,technique,
,File Access,datacomponent,detects,T1005,Data from Local System,technique,
,File Access,datacomponent,detects,T1039,Data from Network Shared Drive,technique,
,File Access,datacomponent,detects,T1025,Data from Removable Media,technique,
,File Access,datacomponent,detects,T1114,Email Collection,technique,
,File Access,datacomponent,detects,T1048,Exfiltration Over Alternative Protocol,technique,
,File Access,datacomponent,detects,T1048.002,Exfiltration Over Asymmetric Encrypted Non-C2 Protocol,technique,
,File Access,datacomponent,detects,T1011.001,Exfiltration Over Bluetooth,technique,
,File Access,datacomponent,detects,T1041,Exfiltration Over C2 Channel,technique,
,File Access,datacomponent,detects,T1011,Exfiltration Over Other Network Medium,technique,
,File Access,datacomponent,detects,T1052,Exfiltration Over Physical Medium,technique,
,File Access,datacomponent,detects,T1048.001,Exfiltration Over Symmetric Encrypted Non-C2 Protocol,technique,
,File Access,datacomponent,detects,T1048.003,Exfiltration Over Unencrypted/Obfuscated Non-C2 Protocol,technique,
,File Access,datacomponent,detects,T1567,Exfiltration Over Web Service,technique,
,File Access,datacomponent,detects,T1052.001,Exfiltration over USB,technique,
,File Access,datacomponent,detects,T1567.002,Exfiltration to Cloud Storage,technique,
,File Access,datacomponent,detects,T1567.001,Exfiltration to Code Repository,technique,
,File Access,datacomponent,detects,T1187,Forced Authentication,technique,
,File Access,datacomponent,detects,T1552.006,Group Policy Preferences,technique,
,File Access,datacomponent,detects,T1555.001,Keychain,technique,
,File Access,datacomponent,detects,T1087.001,Local Account,technique,
,File Access,datacomponent,detects,T1074.001,Local Data Staging,technique,
,File Access,datacomponent,detects,T1114.001,Local Email Collection,technique,
,File Access,datacomponent,detects,T1003.003,NTDS,technique,
,File Access,datacomponent,detects,T1003,OS Credential Dumping,technique,
,File Access,datacomponent,detects,T1555.005,Password Managers,technique,
,File Access,datacomponent,detects,T1552.004,Private Keys,technique,
,File Access,datacomponent,detects,T1003.007,Proc Filesystem,technique,
,File Access,datacomponent,detects,T1074.002,Remote Data Staging,technique,
,File Access,datacomponent,detects,T1018,Remote System Discovery,technique,
,File Access,datacomponent,detects,T1091,Replication Through Removable Media,technique,
,File Access,datacomponent,detects,T1003.002,Security Account Manager,technique,
,File Access,datacomponent,detects,T1539,Steal Web Session Cookie,technique,
,File Access,datacomponent,detects,T1558,Steal or Forge Kerberos Tickets,technique,
,File Access,datacomponent,detects,T1552,Unsecured Credentials,technique,
,File Access,datacomponent,detects,T1555.004,Windows Credential Manager,technique,
,File Creation,datacomponent,detects,T1546.008,Accessibility Features,technique,
,File Creation,datacomponent,detects,T1137.006,Add-ins,technique,
,File Creation,datacomponent,detects,T1560,Archive Collected Data,technique,
,File Creation,datacomponent,detects,T1560.003,Archive via Custom Method,technique,
,File Creation,datacomponent,detects,T1560.002,Archive via Library,technique,
,File Creation,datacomponent,detects,T1560.001,Archive via Utility,technique,
,File Creation,datacomponent,detects,T1547,Boot or Logon Autostart Execution,technique,
,File Creation,datacomponent,detects,T1037,Boot or Logon Initialization Scripts,technique,
,File Creation,datacomponent,detects,T1176,Browser Extensions,technique,
,File Creation,datacomponent,detects,T1027.004,Compile After Delivery,technique,
,File Creation,datacomponent,detects,T1218.001,Compiled HTML File,technique,
,File Creation,datacomponent,detects,T1554,Compromise Client Software Binary,technique,
,File Creation,datacomponent,detects,T1053.007,Container Orchestration Job,technique,
,File Creation,datacomponent,detects,T1218.002,Control Panel,technique,
,File Creation,datacomponent,detects,T1543,Create or Modify System Process,technique,
,File Creation,datacomponent,detects,T1574.001,DLL Search Order Hijacking,technique,
,File Creation,datacomponent,detects,T1574.002,DLL Side-Loading,technique,
,File Creation,datacomponent,detects,T1486,Data Encrypted for Impact,technique,
,File Creation,datacomponent,detects,T1565,Data Manipulation,technique,
,File Creation,datacomponent,detects,T1074,Data Staged,technique,
,File Creation,datacomponent,detects,T1491,Defacement,technique,
,File Creation,datacomponent,detects,T1036.007,Double File Extension,technique,
,File Creation,datacomponent,detects,T1189,Drive-by Compromise,technique,
,File Creation,datacomponent,detects,T1574.004,Dylib Hijacking,technique,
,File Creation,datacomponent,detects,T1574.006,Dynamic Linker Hijacking,technique,
,File Creation,datacomponent,detects,T1546.014,Emond,technique,
,File Creation,datacomponent,detects,T1546,Event Triggered Execution,technique,
,File Creation,datacomponent,detects,T1574.005,Executable Installer File Permissions Weakness,technique,
,File Creation,datacomponent,detects,T1491.002,External Defacement,technique,
,File Creation,datacomponent,detects,T1187,Forced Authentication,technique,
,File Creation,datacomponent,detects,T1027.006,HTML Smuggling,technique,
,File Creation,datacomponent,detects,T1564.001,Hidden Files and Directories,technique,
,File Creation,datacomponent,detects,T1564,Hide Artifacts,technique,
,File Creation,datacomponent,detects,T1574,Hijack Execution Flow,technique,
,File Creation,datacomponent,detects,T1505.004,IIS Components,technique,
,File Creation,datacomponent,detects,T1105,Ingress Tool Transfer,technique,
,File Creation,datacomponent,detects,T1491.001,Internal Defacement,technique,
,File Creation,datacomponent,detects,T1547.006,Kernel Modules and Extensions,technique,
,File Creation,datacomponent,detects,T1547.008,LSASS Driver,technique,
,File Creation,datacomponent,detects,T1570,Lateral Tool Transfer,technique,
,File Creation,datacomponent,detects,T1543.001,Launch Agent,technique,
,File Creation,datacomponent,detects,T1543.004,Launch Daemon,technique,
,File Creation,datacomponent,detects,T1074.001,Local Data Staging,technique,
,File Creation,datacomponent,detects,T1547.015,Login Items,technique,
,File Creation,datacomponent,detects,T1037.002,Logon Script (Mac),technique,
,File Creation,datacomponent,detects,T1218.014,MMC,technique,
,File Creation,datacomponent,detects,T1204.002,Malicious File,technique,
,File Creation,datacomponent,detects,T1204.001,Malicious Link,technique,
,File Creation,datacomponent,detects,T1553.005,Mark-of-the-Web Bypass,technique,
,File Creation,datacomponent,detects,T1556,Modify Authentication Process,technique,
,File Creation,datacomponent,detects,T1218.005,Mshta,technique,
,File Creation,datacomponent,detects,T1037.003,Network Logon Script,technique,
,File Creation,datacomponent,detects,T1027,Obfuscated Files or Information,technique,
,File Creation,datacomponent,detects,T1137,Office Application Startup,technique,
,File Creation,datacomponent,detects,T1137.001,Office Template Macros,technique,
,File Creation,datacomponent,detects,T1137.002,Office Test,technique,
,File Creation,datacomponent,detects,T1556.002,Password Filter DLL,technique,
,File Creation,datacomponent,detects,T1574.007,Path Interception by PATH Environment Variable,technique,
,File Creation,datacomponent,detects,T1574.008,Path Interception by Search Order Hijacking,technique,
,File Creation,datacomponent,detects,T1574.009,Path Interception by Unquoted Path,technique,
,File Creation,datacomponent,detects,T1566,Phishing,technique,
,File Creation,datacomponent,detects,T1547.010,Port Monitors,technique,
,File Creation,datacomponent,detects,T1546.013,PowerShell Profile,technique,
,File Creation,datacomponent,detects,T1547.012,Print Processors,technique,
,File Creation,datacomponent,detects,T1037.004,RC Scripts,technique,
,File Creation,datacomponent,detects,T1074.002,Remote Data Staging,technique,
,File Creation,datacomponent,detects,T1091,Replication Through Removable Media,technique,
,File Creation,datacomponent,detects,T1564.009,Resource Forking,technique,
,File Creation,datacomponent,detects,T1496,Resource Hijacking,technique,
,File Creation,datacomponent,detects,T1564.006,Run Virtual Instance,technique,
,File Creation,datacomponent,detects,T1565.003,Runtime Data Manipulation,technique,
,File Creation,datacomponent,detects,T1053,Scheduled Task/Job,technique,
,File Creation,datacomponent,detects,T1546.002,Screensaver,technique,
,File Creation,datacomponent,detects,T1505,Server Software Component,technique,
,File Creation,datacomponent,detects,T1574.010,Services File Permissions Weakness,technique,
,File Creation,datacomponent,detects,T1547.009,Shortcut Modification,technique,
,File Creation,datacomponent,detects,T1218,Signed Binary Proxy Execution,technique,
,File Creation,datacomponent,detects,T1566.001,Spearphishing Attachment,technique,
,File Creation,datacomponent,detects,T1037.005,Startup Items,technique,
,File Creation,datacomponent,detects,T1565.001,Stored Data Manipulation,technique,
,File Creation,datacomponent,detects,T1543.002,Systemd Service,technique,
,File Creation,datacomponent,detects,T1080,Taint Shared Content,technique,
,File Creation,datacomponent,detects,T1505.002,Transport Agent,technique,
,File Creation,datacomponent,detects,T1546.005,Trap,technique,
,File Creation,datacomponent,detects,T1546.004,Unix Shell Configuration Modification,technique,
,File Creation,datacomponent,detects,T1204,User Execution,technique,
,File Creation,datacomponent,detects,T1505.003,Web Shell,technique,
,File Creation,datacomponent,detects,T1547.013,XDG Autostart Entries,technique,
,File Deletion,datacomponent,detects,T1070.003,Clear Command History,technique,
,File Deletion,datacomponent,detects,T1070.002,Clear Linux or Mac System Logs,technique,
,File Deletion,datacomponent,detects,T1554,Compromise Client Software Binary,technique,
